calorie requirement,average sleep duration,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,year,species_ADELIE,species_CHINSTRAP,species_GENTOO,island_BISCOE,island_DREAM,island_TORGERSEN,gender
0.5407527755212564,0.5714285714285714,0.26909090909090905,0.4285714285714285,0.7601809954751131,0.43706164636397193,0.0,True,False,False,False,True,False,female
0.044408340102897376,0.42857142857142855,0.1854545454545455,0.5952380952380955,0.7601809954751131,0.5570321151716501,0.0,True,False,False,False,True,False,male
0.8656918494448957,0.2857142857142857,0.26909090909090905,0.5595238095238096,0.8054298642533937,0.44629014396456257,0.0,True,False,False,False,True,False,female
0.8776062821554292,0.42857142857142855,0.3199999999999999,0.6904761904761904,0.7873303167420814,0.5570321151716501,0.0,True,False,False,False,True,False,male
0.27484430002707827,1.0,0.15636363636363626,0.4642857142857143,0.8371040723981901,0.4509043927648579,0.0,True,False,False,False,True,False,female
0.1502843216896832,0.7142857142857143,0.25818181818181823,0.9523809523809526,0.8416289592760181,0.6031746031746031,0.0,True,False,False,False,True,False,male
0.941781749255348,0.2857142857142857,0.3672727272727273,0.6428571428571429,0.7692307692307693,0.4924326319675157,0.0,True,False,False,False,True,False,female
0.49147034930950445,0.0,0.2,0.7380952380952381,0.7737556561085973,0.44629014396456257,0.0,True,False,False,False,True,False,female
0.2469536961819659,0.0,0.27999999999999986,0.7142857142857144,0.7873303167420814,0.6954595791805094,0.0,True,False,False,False,True,False,male
0.6923910100189548,0.8571428571428571,0.15999999999999995,0.5833333333333334,0.7782805429864253,0.4186046511627907,0.0,True,False,False,False,True,False,female
0.08773354995938261,1.0,0.31636363636363624,0.6309523809523808,0.8371040723981901,0.5570321151716501,0.0,True,False,False,False,True,False,male
0.3547251556999729,0.2857142857142857,0.14181818181818176,0.6428571428571429,0.7963800904977375,0.4093761535622001,0.0,True,False,False,False,True,False,female
0.97590035201733,0.7142857142857143,0.43636363636363634,0.7857142857142856,0.8416289592760181,0.6493170911775563,0.0,True,False,False,False,True,False,male
0.12076902247495261,0.8571428571428571,0.17818181818181814,0.4523809523809522,0.7918552036199095,0.3909191583610188,0.0,True,False,False,False,True,False,female
0.5789331167072841,1.0,0.2727272727272727,0.6785714285714287,0.8144796380090498,0.6862310815799187,0.0,True,False,False,False,True,False,male
0.7673977795829948,0.14285714285714285,0.32727272727272727,0.7023809523809524,0.7782805429864253,0.46936138796603916,0.0,True,False,False,False,True,False,male
0.6593555375033848,0.0,0.19636363636363632,0.6904761904761904,0.7647058823529411,0.3863049095607235,0.0,True,False,False,False,True,False,male
0.3103168155970755,0.0,0.14181818181818176,0.5714285714285713,0.8144796380090498,0.4739756367663344,0.0,True,False,False,False,True,False,female
0.6225291091253723,0.7142857142857143,0.37090909090909074,0.9642857142857142,0.8190045248868778,0.6031746031746031,0.0,True,False,False,False,True,False,male
0.12618467370701328,0.14285714285714285,0.2727272727272727,0.5476190476190476,0.7963800904977375,0.48320413436692505,0.5,True,False,False,True,False,False,female
0.30760898998104524,0.14285714285714285,0.2909090909090909,0.6904761904761904,0.8054298642533937,0.630860095976375,0.5,True,False,False,True,False,False,male
0.01868399675060926,0.14285714285714285,0.1054545454545454,0.5714285714285713,0.8144796380090498,0.4739756367663344,0.5,True,False,False,True,False,False,female
0.5607906850798808,1.0,0.35999999999999993,0.7619047619047619,0.8597285067873304,0.584717607973422,0.5,True,False,False,True,False,False,male
0.7481722177091795,0.2857142857142857,0.08727272727272722,0.5952380952380955,0.8009049773755657,0.3724621631598376,0.5,True,False,False,True,False,False,female
0.6274031952342269,0.8571428571428571,0.3381818181818181,0.654761904761905,0.8190045248868778,0.5201181247692875,0.5,True,False,False,True,False,False,male
0.3617655023016518,0.42857142857142855,0.25090909090909086,0.5238095238095238,0.7963800904977375,0.4924326319675157,0.5,True,False,False,True,False,False,female
0.7414026536691037,0.0,0.3090909090909091,0.6785714285714287,0.8280542986425339,0.5385751199704688,0.5,True,False,False,True,False,False,male
0.29406986190089357,0.42857142857142855,0.15999999999999995,0.41666666666666685,0.7737556561085973,0.36323366555924697,0.5,True,False,False,True,False,False,female
0.4031952342269158,0.8571428571428571,0.2,0.7142857142857144,0.832579185520362,0.5293466223698782,0.5,True,False,False,True,False,False,male
0.8640671540752776,0.42857142857142855,0.13090909090909095,0.4523809523809522,0.7918552036199095,0.4186046511627907,0.5,True,False,False,True,False,False,female
0.05821825074465205,0.8571428571428571,0.33454545454545437,0.9523809523809526,0.8371040723981901,0.6493170911775563,0.5,True,False,False,True,False,False,male
0.4606011372867587,0.0,0.2,0.4642857142857143,0.7918552036199095,0.5016611295681063,0.5,True,False,False,True,False,False,female
0.21554291903601408,0.14285714285714285,0.32727272727272727,0.6071428571428571,0.8235294117647058,0.584717607973422,0.5,True,False,False,True,False,False,male
0.7828323855943677,0.7142857142857143,0.15636363636363626,0.4761904761904764,0.7873303167420814,0.36323366555924697,0.5,True,False,False,True,False,False,female
0.8543189818575684,0.7142857142857143,0.34545454545454546,0.5833333333333334,0.8235294117647058,0.5662606127722407,0.5,True,False,False,True,False,False,male
0.17709179528838342,0.0,0.12363636363636359,0.369047619047619,0.8371040723981901,0.4555186415651532,0.5,True,False,False,True,False,False,female
0.8421337665854319,0.5714285714285714,0.32727272727272727,0.7142857142857144,0.8054298642533937,0.5939461055740125,0.5,True,False,False,True,False,False,male
0.6049282426211752,0.42857142857142855,0.13818181818181807,0.41666666666666685,0.8144796380090498,0.40014765596160945,0.5,True,False,False,False,False,True,female
0.3295423774708909,0.42857142857142855,0.35272727272727256,0.7499999999999999,0.8506787330316742,0.658545588778147,0.5,True,False,False,False,False,True,male
0.07121581370159762,0.2857142857142857,0.050909090909090855,0.7023809523809524,0.8144796380090498,0.5016611295681063,0.5,True,False,False,False,False,True,female
0.13268345518548605,0.2857142857142857,0.2763636363636364,0.6309523809523808,0.8144796380090498,0.5570321151716501,0.5,True,False,False,False,False,True,male
0.08719198483617654,0.8571428571428571,0.498181818181818,0.6904761904761904,0.8461538461538461,0.6031746031746031,0.5,True,False,False,False,False,True,male
0.15922014622258326,0.2857142857142857,0.12363636363636359,0.5238095238095238,0.8144796380090498,0.5201181247692875,0.5,True,False,False,False,False,True,female
0.5139453019225562,0.0,0.38909090909090893,0.6428571428571429,0.8371040723981901,0.6216315983757844,0.5,True,False,False,False,False,True,male
0.8082859463850528,0.14285714285714285,0.3199999999999999,0.4404761904761906,0.8190045248868778,0.5201181247692875,0.5,True,False,False,False,False,True,female
0.37232602220417005,0.42857142857142855,0.1854545454545455,0.7499999999999999,0.7873303167420814,0.5570321151716501,0.5,True,False,False,False,False,True,male
0.9937720010831302,1.0,0.14909090909090914,0.3571428571428573,0.8009049773755657,0.4924326319675157,0.5,True,False,False,False,False,True,female
0.338748984565394,0.42857142857142855,0.36363636363636365,0.7142857142857144,0.8371040723981901,0.5754891103728313,0.5,True,False,False,False,False,True,male
0.36799350121852153,0.14285714285714285,0.09090909090909091,0.488095238095238,0.8099547511312217,0.4278331487633813,0.5,True,False,False,False,False,True,female
0.25318169509883565,1.0,0.39272727272727265,0.5357142857142859,0.8416289592760181,0.7046880767811,0.5,True,False,False,False,False,True,male
0.21527213647441104,0.8571428571428571,0.16727272727272732,0.6785714285714287,0.8009049773755657,0.5385751199704688,0.5,True,False,False,False,False,True,female
0.36663958841050637,0.8571428571428571,0.10909090909090909,0.7023809523809524,0.8506787330316742,0.6124031007751938,0.5,True,False,False,True,False,False,male
0.23612239371784458,0.42857142857142855,0.18909090909090895,0.5595238095238096,0.8190045248868778,0.4555186415651532,0.5,True,False,False,False,True,False,female
0.32223124830760896,0.14285714285714285,0.33454545454545437,0.8571428571428572,0.832579185520362,0.4924326319675157,0.5,True,False,False,False,True,False,male
0.38613593284592473,0.8571428571428571,0.15272727272727257,0.7619047619047619,0.8144796380090498,0.5385751199704688,0.5,True,False,False,False,True,False,male
0.21093961548876253,0.42857142857142855,0.17454545454545445,0.654761904761905,0.8099547511312217,0.48320413436692505,0.5,True,False,False,False,True,False,female
0.6539398862713242,0.2857142857142857,0.2254545454545453,0.7261904761904762,0.8099547511312217,0.5662606127722407,0.5,True,False,False,False,True,False,male
0.0,0.7142857142857143,0.24727272727272717,0.6785714285714287,0.8144796380090498,0.5016611295681063,0.5,True,False,False,False,True,False,female
0.4979691307879773,1.0,0.13090909090909095,0.5833333333333334,0.8687782805429864,0.4924326319675157,0.5,True,False,False,False,True,False,female
0.826699160574059,0.5714285714285714,0.32727272727272727,0.5952380952380955,0.8823529411764706,0.630860095976375,0.5,True,False,False,False,True,False,male
0.8131600324939074,0.5714285714285714,0.2727272727272727,0.5952380952380955,0.7963800904977375,0.658545588778147,0.5,True,False,False,False,True,False,male
0.5174654752233956,0.8571428571428571,0.14909090909090914,0.5000000000000001,0.8009049773755657,0.44629014396456257,0.5,True,False,False,False,True,False,female
0.40834010289737344,0.42857142857142855,0.31636363636363624,0.6904761904761904,0.8959276018099548,0.630860095976375,0.5,True,False,False,False,True,False,male
0.7988085567289467,0.2857142857142857,0.21818181818181817,0.654761904761905,0.8144796380090498,0.5201181247692875,0.5,True,False,False,False,True,False,female
0.1083130246412131,0.8571428571428571,0.29818181818181805,0.6428571428571429,0.8416289592760181,0.6400885935769657,0.5,True,False,False,False,True,False,male
0.7181153533712429,0.14285714285714285,0.03636363636363636,0.3571428571428573,0.7601809954751131,0.3724621631598376,0.5,True,False,False,False,True,False,female
0.9157866233414568,0.14285714285714285,0.4036363636363637,0.6428571428571429,0.8235294117647058,0.5939461055740125,0.5,True,False,False,False,True,False,male
0.09558624424587056,0.5714285714285714,0.1054545454545454,0.5714285714285713,0.8235294117647058,0.5247323735695829,1.0,True,False,False,True,False,False,female
0.46764148388843757,0.42857142857142855,0.3236363636363636,0.8214285714285714,0.8733031674208145,0.7093023255813954,1.0,True,False,False,True,False,False,male
0.7462767397779583,0.0,0.2036363636363637,0.3452380952380953,0.7828054298642534,0.40476190476190477,1.0,True,False,False,True,False,False,female
0.9848361765502301,0.14285714285714285,0.2072727272727271,0.8214285714285714,0.8144796380090498,0.6216315983757844,1.0,True,False,False,True,False,False,male
0.31248307608989984,0.7142857142857143,0.2109090909090908,0.654761904761905,0.8280542986425339,0.3770764119601329,1.0,True,False,False,True,False,False,female
0.3934470620092066,0.42857142857142855,0.2763636363636364,0.6904761904761904,0.7873303167420814,0.4924326319675157,1.0,True,False,False,True,False,False,male
0.8743568914161928,0.8571428571428571,0.23636363636363636,0.488095238095238,0.8552036199095022,0.5293466223698782,1.0,True,False,False,True,False,False,female
0.6796642296236123,0.42857142857142855,0.22181818181818186,0.8214285714285714,0.8144796380090498,0.5570321151716501,1.0,True,False,False,True,False,False,male
0.22474952613051719,0.7142857142857143,0.21818181818181817,0.4642857142857143,0.7737556561085973,0.42321889996308604,1.0,True,False,False,True,False,False,female
0.40779853777416736,1.0,0.4036363636363637,0.7023809523809524,0.8461538461538461,0.718530823181986,1.0,True,False,False,True,False,False,male
0.7089087462767398,0.8571428571428571,0.21818181818181817,0.40476190476190477,0.8506787330316742,0.5431893687707641,1.0,True,False,False,True,False,False,female
0.7078256160303277,1.0,0.4909090909090909,0.8571428571428572,0.8190045248868778,0.6862310815799187,1.0,True,False,False,True,False,False,male
0.570268074735987,0.5714285714285714,0.2763636363636364,0.5476190476190476,0.8280542986425339,0.4278331487633813,1.0,True,False,False,True,False,False,female
0.6810181424316274,1.0,0.3672727272727273,0.7619047619047619,0.8461538461538461,0.6262458471760798,1.0,True,False,False,True,False,False,male
0.2783644733279177,0.5714285714285714,0.2727272727272727,0.9047619047619047,0.8190045248868778,0.5570321151716501,1.0,True,False,False,True,False,False,female
0.35797454643920934,0.5714285714285714,0.3854545454545455,0.6190476190476192,0.8416289592760181,0.5893318567737172,1.0,True,False,False,True,False,False,male
0.3322502030869212,0.7142857142857143,0.18909090909090895,0.8809523809523809,0.8552036199095022,0.5339608711701735,1.0,True,False,False,False,False,True,male
0.48605469807744384,1.0,0.13090909090909095,0.4642857142857143,0.8099547511312217,0.4555186415651532,1.0,True,False,False,False,False,True,female
0.32250203086921203,0.5714285714285714,0.32727272727272727,0.654761904761905,0.8099547511312217,0.4509043927648579,1.0,True,False,False,False,False,True,male
0.578662334145681,0.8571428571428571,0.14909090909090914,0.488095238095238,0.8009049773755657,0.4186046511627907,1.0,True,False,False,False,False,True,female
0.21391822366639587,0.8571428571428571,0.5054545454545454,0.7023809523809524,0.07692307692307693,0.48320413436692505,1.0,True,False,False,False,False,True,male
0.5632277281343081,1.0,0.2945454545454546,0.4642857142857143,0.751131221719457,0.4739756367663344,1.0,True,False,False,False,False,True,female
0.8464662875710804,0.0,0.3381818181818181,0.6428571428571429,0.8687782805429864,0.5524178663713547,1.0,True,False,False,False,False,True,male
0.8822095857026807,1.0,0.11272727272727277,0.3333333333333334,0.7963800904977375,0.40014765596160945,1.0,True,False,False,False,False,True,female
0.3281884646628757,0.7142857142857143,0.3090909090909091,0.7023809523809524,0.8552036199095022,0.5754891103728313,1.0,True,False,False,False,False,True,male
0.057676685621445976,0.5714285714285714,0.24363636363636348,0.5357142857142859,0.8190045248868778,0.44167589516426725,1.0,True,False,False,False,False,True,female
0.9553208773354996,0.2857142857142857,0.34181818181818174,0.6190476190476192,0.8371040723981901,0.630860095976375,1.0,True,False,False,False,False,True,male
0.6477118873544544,0.0,0.25090909090909086,0.4761904761904764,0.8190045248868778,0.40014765596160945,1.0,True,False,False,False,False,True,female
0.08285946385052803,1.0,0.43636363636363634,0.5833333333333334,0.9049773755656109,0.5754891103728313,1.0,True,False,False,False,False,True,male
0.9618196588139724,0.42857142857142855,0.23272727272727267,0.5714285714285713,0.8144796380090498,0.4509043927648579,1.0,True,False,False,False,False,True,female
0.4432710533441646,1.0,0.4,0.7261904761904762,0.8461538461538461,0.48320413436692505,1.0,True,False,False,False,False,True,male
0.3284592472244787,0.0,0.17090909090909076,0.6428571428571429,0.8280542986425339,0.48320413436692505,1.0,True,False,False,False,True,False,female
0.7416734362307067,1.0,0.19636363636363632,0.6428571428571429,0.8552036199095022,0.6631598375784422,1.0,True,False,False,False,True,False,male
0.09098294069861901,0.8571428571428571,0.21818181818181817,0.5357142857142859,0.8009049773755657,0.46936138796603916,1.0,True,False,False,False,True,False,female
0.8396967235310046,0.2857142857142857,0.5054545454545454,0.7023809523809524,0.8144796380090498,0.6079734219269103,1.0,True,False,False,True,False,False,male
0.611968589222854,1.0,0.12727272727272726,0.5238095238095238,0.8190045248868778,0.42321889996308604,1.0,True,False,False,False,True,False,female
0.9425940969401571,0.2857142857142857,0.2945454545454546,0.8333333333333335,0.8597285067873304,0.570874861572536,1.0,True,False,False,False,True,False,male
0.7181153533712429,0.2857142857142857,0.17818181818181814,0.40476190476190477,0.7918552036199095,0.46474713916574384,1.0,True,False,False,False,True,False,female
0.4159220146222583,1.0,0.2763636363636364,0.5714285714285713,0.8280542986425339,0.6216315983757844,1.0,True,False,False,False,True,False,male
0.13349580287029517,0.7142857142857143,0.2945454545454546,0.4761904761904764,0.8280542986425339,0.46474713916574384,1.0,True,False,False,False,True,False,female
0.9044137557541294,0.42857142857142855,0.3090909090909091,0.488095238095238,0.8009049773755657,0.47858988556662974,1.0,True,False,False,False,True,False,male
0.3149201191443271,0.5714285714285714,0.0,0.28571428571428575,0.8054298642533937,0.40014765596160945,1.0,True,False,False,False,True,False,female
0.6926617925805578,0.42857142857142855,0.3127272727272728,0.4642857142857143,0.8144796380090498,0.5247323735695829,1.0,True,False,False,False,True,False,male
0.03899268887083672,0.0,0.18909090909090895,0.4404761904761906,0.8235294117647058,0.3909191583610188,1.0,True,False,False,False,True,False,female
0.9076631464933659,0.14285714285714285,0.25090909090909086,0.6666666666666666,0.7918552036199095,0.5108896271686969,1.0,True,False,False,False,True,False,male
0.6095315461684268,0.7142857142857143,0.25818181818181823,0.654761904761905,0.8144796380090498,0.6216315983757844,1.0,True,False,False,False,True,False,male
0.09612780936907662,0.0,0.14181818181818176,0.5595238095238096,0.8371040723981901,0.4739756367663344,1.0,True,False,False,False,True,False,female
0.015976171134578932,0.14285714285714285,0.2072727272727271,0.5952380952380955,0.8280542986425339,0.5293466223698782,1.0,True,False,False,False,True,False,male
0.21960465746005958,0.2857142857142857,0.14181818181818176,0.4761904761904764,0.8009049773755657,0.5201181247692875,1.0,True,False,False,False,True,False,female
0.1505551042512862,0.7142857142857143,0.34181818181818174,0.6428571428571429,0.8642533936651584,0.5754891103728313,1.0,True,False,False,False,True,False,male
0.8367181153533713,0.7142857142857143,0.509090909090909,0.011904761904761862,0.9095022624434389,0.6677740863787376,0.0,False,False,True,True,False,False,female
0.24343352288112646,0.5714285714285714,0.6509090909090909,0.38095238095238104,0.995475113122172,0.8892580287929125,0.0,False,False,True,True,False,False,male
0.3620362848632548,0.42857142857142855,0.6036363636363636,0.7023809523809524,0.9049773755656109,0.658545588778147,0.0,False,False,True,True,False,False,male
0.1115624153804495,1.0,0.6509090909090909,0.24999999999999994,0.9411764705882353,0.8892580287929125,0.0,False,False,True,True,False,False,male
0.2594096940157054,0.5714285714285714,0.5636363636363636,0.1666666666666667,0.9276018099547512,0.8338870431893688,0.0,False,False,True,True,False,False,male
0.8120769022474953,0.14285714285714285,0.5236363636363636,0.04761904761904766,0.9049773755656109,0.6770025839793282,0.0,False,False,True,True,False,False,female
0.7156783103168156,0.5714285714285714,0.48363636363636353,0.17857142857142858,0.9095022624434389,0.7231450719822813,0.0,False,False,True,True,False,False,female
0.6848090982940699,0.8571428571428571,0.530909090909091,0.26190476190476203,0.9457013574660633,0.7969730527870063,0.0,False,False,True,True,False,False,male
0.8637963715136745,0.42857142857142855,0.4072727272727271,0.035714285714285796,0.9004524886877828,0.6493170911775563,0.0,False,False,True,True,False,False,female
0.5943677227186569,0.0,0.3199999999999999,0.07142857142857138,0.9230769230769231,0.6954595791805094,0.0,False,False,True,True,False,False,female
0.4329813160032494,1.0,0.6145454545454545,0.3571428571428573,0.9321266968325792,0.8615725359911407,0.0,False,False,True,True,False,False,male
0.9891686975358787,0.42857142857142855,0.48727272727272725,0.07142857142857138,0.9230769230769231,0.6954595791805094,0.0,False,False,True,True,False,False,female
0.7627944760357434,0.8571428571428571,0.5927272727272727,0.17857142857142858,0.918552036199095,0.9169435215946844,0.0,False,False,True,True,False,False,male
0.7898727321960466,0.5714285714285714,0.498181818181818,0.17857142857142858,0.9049773755656109,0.6124031007751938,0.0,False,False,True,True,False,False,female
0.2223124830760899,1.0,0.6254545454545453,0.3095238095238095,0.9366515837104072,0.9169435215946844,0.0,False,False,True,True,False,False,male
0.32629298673165447,0.8571428571428571,0.35999999999999993,0.04761904761904766,0.9049773755656109,0.6031746031746031,0.0,False,False,True,True,False,False,female
0.04684538315732467,0.2857142857142857,0.6218181818181818,0.24999999999999994,0.9547511312217195,1.0,0.0,False,False,True,True,False,False,male
0.48470078526942867,0.8571428571428571,0.5127272727272728,0.1666666666666667,0.9004524886877828,0.7231450719822813,0.0,False,False,True,True,False,False,female
0.9309504467912266,0.7142857142857143,0.6036363636363636,0.23809523809523808,0.9592760180995475,0.8246585455887782,1.0,True,False,False,True,False,False,male
0.40888166802057946,0.5714285714285714,0.6581818181818182,0.142857142857143,0.9411764705882353,0.8892580287929125,0.0,False,False,True,True,False,False,male
0.966693744922827,0.0,0.5054545454545454,0.1666666666666667,0.058823529411764705,0.6079734219269103,1.0,True,False,False,True,False,False,female
0.7197400487408611,0.2857142857142857,0.5236363636363636,0.1666666666666667,0.918552036199095,0.6493170911775563,0.0,False,False,True,True,False,False,female
0.256431085838072,0.2857142857142857,0.5163636363636362,0.32142857142857156,0.9276018099547512,0.7692875599852345,0.0,False,False,True,True,False,False,male
0.25670186839967507,0.2857142857142857,0.39272727272727265,0.0,0.9276018099547512,0.7600590623846438,0.0,False,False,True,True,False,False,female
0.19712970484700784,0.5714285714285714,0.509090909090909,0.23809523809523808,0.9276018099547512,0.778516057585825,0.0,False,False,True,True,False,False,male
0.1345789331167073,0.8571428571428571,0.45090909090909087,0.142857142857143,0.9321266968325792,0.5939461055740125,0.0,False,False,True,True,False,False,male
0.00785269428648795,0.7142857142857143,0.5709090909090907,0.22619047619047622,0.9276018099547512,0.8800295311923219,0.0,False,False,True,True,False,False,male
0.8044949905226103,0.2857142857142857,0.5854545454545456,0.142857142857143,0.9049773755656109,0.6862310815799187,0.0,False,False,True,True,False,False,female
0.4616842675331709,1.0,0.6509090909090909,0.26190476190476203,0.9502262443438914,0.8615725359911407,0.0,False,False,True,True,False,False,male
0.35987002437043053,0.7142857142857143,0.5527272727272726,0.26190476190476203,0.9592760180995475,0.8062015503875969,0.0,False,False,True,True,False,False,male
0.9406986190089358,0.2857142857142857,0.38909090909090893,0.1309523809523809,0.9004524886877828,0.7046880767811,0.0,False,False,True,True,False,False,female
0.8627132412672623,0.2857142857142857,0.4727272727272727,0.1666666666666667,0.8914027149321267,0.7692875599852345,0.0,False,False,True,True,False,False,female
0.7381532629298673,0.5714285714285714,1.0,0.4642857142857143,0.995475113122172,0.9538575119970469,0.0,False,False,True,True,False,False,male
0.44679122664500404,1.0,0.6181818181818182,0.2023809523809525,0.9502262443438914,0.7877445551864156,0.5,False,False,True,True,False,False,female
0.5331708637963715,0.2857142857142857,0.5927272727272727,0.38095238095238104,0.9502262443438914,0.8338870431893688,0.5,False,False,True,True,False,False,male
0.347414026536691,0.2857142857142857,0.38181818181818183,0.07142857142857138,0.918552036199095,0.7508305647840532,0.5,False,False,True,True,False,False,female
0.31248307608989984,0.7142857142857143,0.44727272727272716,0.5000000000000001,0.9457013574660633,0.8062015503875969,0.5,False,False,True,True,False,False,male
0.05578120769022475,0.0,0.4327272727272727,0.05952380952380952,0.8506787330316742,0.6400885935769657,0.5,False,False,True,True,False,False,female
0.27078256160303277,0.5714285714285714,0.6036363636363636,0.3095238095238095,0.8959276018099548,0.8246585455887782,0.5,False,False,True,True,False,False,male
0.41754670999187654,0.7142857142857143,0.3854545454545455,0.07142857142857138,0.8959276018099548,0.5662606127722407,0.5,False,False,True,True,False,False,female
0.8226374221500136,0.14285714285714285,0.6363636363636364,0.3452380952380953,0.9728506787330317,0.8892580287929125,0.5,True,False,False,True,False,False,male
0.7286758732737612,0.5714285714285714,0.47999999999999987,0.07142857142857138,0.9049773755656109,0.630860095976375,0.5,False,False,True,True,False,False,female
0.12103980503655565,0.42857142857142855,0.6363636363636364,0.22619047619047622,0.9321266968325792,0.7139165743816906,0.5,False,False,True,True,False,False,male
0.7963715136745194,0.5714285714285714,0.6690909090909091,0.3333333333333334,0.9592760180995475,0.8615725359911407,0.5,False,False,True,True,False,False,male
0.6807473598700243,0.42857142857142855,0.41818181818181815,0.09523809523809532,0.9366515837104072,0.7416020671834626,0.5,False,False,True,True,False,False,female
0.0934199837530463,0.5714285714285714,0.48727272727272725,0.09523809523809532,0.9049773755656109,0.6124031007751938,0.5,False,False,True,True,False,False,female
0.4917411318711075,0.0,0.6690909090909091,0.3333333333333334,0.9728506787330317,0.8338870431893688,0.5,False,False,True,True,False,False,male
0.8667749796913079,0.2857142857142857,0.46545454545454534,0.023809523809523937,0.918552036199095,0.778516057585825,0.5,False,False,True,True,False,False,female
0.9997292174383969,0.2857142857142857,0.47636363636363643,0.32142857142857156,0.9276018099547512,0.8154300479881875,0.5,False,False,True,True,False,False,male
0.29298673165448147,1.0,0.5272727272727272,0.1309523809523809,0.9049773755656109,0.7323735695828719,0.5,False,False,True,True,False,False,female
0.40779853777416736,0.14285714285714285,0.5963636363636363,0.11904761904761904,0.9502262443438914,0.8154300479881875,0.5,False,False,True,True,False,False,male
